,Country,MPI,Intensity,Population 2018,Region,Nutrition,Child Mortality,Years of Schooling,School Attendance,Cooking Fuel,Sanitation,Drinking Water,Electricity,Housing,Assets,Weight,Nutrition_w,Child Mortality_w,Years of Schooling_w,School Attendance_w,Cooking Fuel_w,Sanitation_w,Drinking Water_w,Electricity_w,Housing_w,Assets_w,Health,Education,Living Standards,Health_w,Education_w,Living Standards_w
10,Maldives,0.0026540937833487988,34.37994122505188,515.704,South Asia,0.0012279034404544115,0.0009138143818125388,0.0001299779699860254,0.0002716255879252373,1.578641296092224e-05,9.991859216360922e-06,1.6279213027497455e-05,3.0475340207475983e-06,6.261986660907777e-05,3.0475340207475983e-06,8.865148673608745e-05,1.0885546556464039e-07,8.101100354850023e-08,1.1522740282199703e-08,2.408001220513613e-08,1.399488979215597e-09,8.857931747880734e-10,1.4431764377811325e-09,2.7016842181808095e-10,5.551344274110223e-09,2.7016842181808095e-10,0.0021417178222669503,0.0004016035579112627,0.00011077241985535358,1.8986646911314062e-07,3.560275248733583e-08,9.820139709531188e-09
11,Albania,0.0027478786651045084,39.05670642852783,2882.735,Europe and Central Asia,0.0007725218187864535,4.028190792559292e-06,0.0008594995675280659,0.0006533345461408081,0.00015833960702145346,7.983411575385787e-05,0.00011558343080559415,0.0,7.736211935915373e-05,2.7375270516038228e-05,0.0004955531537784371,3.828256236622813e-07,1.996182651274019e-09,4.259277213597358e-07,3.2376199481248127e-07,7.846569162751962e-08,3.9562047840937075e-08,5.727773366024394e-08,0.0,3.833704223141251e-08,1.3565901639760606e-08,0.0007765500095790128,0.001512834113668874,0.00045849454345609744,3.848218063135553e-07,7.49689716172217e-07,2.2720841699987377e-07
12,Tunisia,0.002887731185182929,36.48734390735626,11565.203,Arab States,0.0006085516487306757,9.648434233101508e-05,0.0011490436011095187,0.0006288810868297946,1.1600343184196295e-05,0.00013067561960728412,0.00011762725142243531,2.134367752546298e-05,4.14491967557825e-05,8.207436927739741e-05,0.0019881025556417226,1.20986308808144e-06,1.918207675677019e-07,2.284416519909602e-06,1.2502800959210588e-06,2.3062671930821692e-08,2.5979653330130715e-07,2.338550391660551e-07,4.243341983516575e-08,8.240525399946778e-08,1.6317226331307627e-07,0.0007050359910616907,0.0017779246879393133,0.0004047704577725586,1.401683855649142e-06,3.534696615830661e-06,8.047251815458936e-07
13,Seychelles,0.0029634609818458557,34.229686856269836,97.094,Sub-Saharan Africa,0.0009671679827083501,0.0010134054687629401,0.0009515227104965884,0.0,0.0,1.3350205656136732e-05,0.0,0.0,0.0,1.8014539703511273e-05,1.6690829338445457e-05,1.614283574099364e-08,1.691457772976955e-08,1.5881703172553602e-08,0.0,0.0,2.2282600423972745e-10,0.0,0.0,0.0,3.0067760780195647e-10,0.0019805734514712903,0.0009515227104965884,3.1364745359648005e-05,3.305741347076319e-08,1.5881703172553602e-08,5.23503612041684e-10
14,Thailand,0.0030710375867784023,39.09996747970581,69428.454,East Asia and the Pacific,0.0006357256091408386,0.00043975005264631356,0.0010161491762279845,0.000439700400847981,0.00018109426042538755,9.094461917151086e-05,4.372829588957785e-05,4.715471043402518e-05,0.00010765355331929412,6.913682859194335e-05,0.011935016344430251,7.587395535668787e-06,5.248424065797816e-06,1.2127757026660332e-05,5.247831470773187e-06,2.161362958059509e-06,1.0854255162499669e-06,5.218979261561939e-07,5.627922397469662e-07,1.2848469184017688e-06,8.251491792469166e-07,0.0010754756617871522,0.0014558495770759655,0.0005397122678317389,1.2835819601466602e-05,1.737558849743352e-05,6.441474737861322e-06
15,Moldova,0.003533905139192939,37.44998872280121,4051.95,Europe and Central Asia,0.0003245355452066497,0.0,0.0011569764207411681,0.0003407247224173522,0.0003357095569446293,0.0004008028902995498,0.00032434173268935246,3.070956177017711e-05,0.0003070125608364248,0.00031309207588111135,0.0006965456767453608,2.2605383096389047e-07,0.0,8.058869239635823e-07,2.3733033236006982e-07,2.3383704053188207e-07,2.791775204651965e-07,2.2591883169286792e-07,2.1390612485761475e-08,2.1384827195713376e-07,2.1808293187821858e-07,0.0003245355452066497,0.0014977011431585203,0.0017116683784212448,2.2605383096389047e-07,1.043217256323652e-06,1.1922552090110602e-06
16,"Palestine, State of",0.003586168633773923,37.54266798496246,4862.978,Arab States,0.0011365678308431354,0.0007737297548339774,0.0001879748212762402,0.0009878100118325336,5.498928071574348e-05,5.283515509802534e-05,0.00025440145024677,9.753912732958427e-06,1.5277289893663392e-05,0.0001128292356819393,0.0008359644867305375,9.50130343345222e-07,6.468105973679305e-07,1.5714027498645667e-07,8.257740895288701e-07,4.596908582921794e-08,4.41683133128491e-08,2.1267057777904546e-07,8.153924651422046e-09,1.2771271804589945e-08,9.432123409505123e-08,0.0019102975856771127,0.0011757848331087738,0.0005000863243691,1.5969409407131524e-06,9.829143645153268e-07,4.180544074721757e-07
17,Montenegro,0.004898900631815195,39.642661809921265,627.803,Europe and Central Asia,0.0015897904632385246,0.001274390821137436,0.0005725953299591108,0.0005207921010389888,0.000619129468828708,9.615903193972361e-05,7.87063539642725e-06,2.768618063663116e-05,0.00016308414050872702,2.7402507607020808e-05,0.0001079217328688083,1.7157294169100704e-07,1.3753446576925561e-07,6.179548024177429e-08,5.6204786008515167e-08,6.6817525146139e-08,1.0377649357922056e-08,8.494126107610088e-10,2.987940590824081e-09,1.7600323047122037e-08,2.957326105900387e-09,0.0028641812843759606,0.0010933874309980995,0.0009413319649172378,3.091074074602627e-07,1.1800026625028946e-07,1.0159017685866856e-07
18,Saint Lucia,0.007201862055808306,37.487614154815674,181.89,Latin America and the Caribbean,0.0050035160640078125,0.0,0.0005420191562956096,0.0,0.0001807928839469503,0.0003941092288605903,8.459779720661718e-05,0.00017069702724269338,0.0006130432098042059,0.0002130868494179877,3.1267585518877006e-05,1.5644786642643915e-07,0.0,1.6947630322342536e-08,0.0,5.652956960015674e-09,1.2322844017177178e-08,2.645168858866517e-09,5.337283897128993e-09,1.9168380989319866e-08,6.662711287124997e-09,0.0050035160640078125,0.0005420191562956096,0.0016563269964790447,1.5644786642643915e-07,1.6947630322342536e-08,5.1789346009633225e-08
19,Libya,0.007421465124934912,37.13482320308685,6678.565,Arab States,0.002530615364277483,0.0003633916499341111,0.002157043162986233,0.0014474539338549947,1.2959563028866038e-05,0.0001795418522923314,0.0004704202006160403,2.5780157849111807e-05,0.00021570735748094663,1.8551941364906713e-05,0.0011480708245691286,2.9053256679333558e-06,4.171993511813911e-07,2.476438322760806e-06,1.6617796313667327e-06,1.4878496212605828e-08,2.0612676240592562e-07,5.400757076152323e-07,2.9597447079352085e-08,2.476473237687782e-07,2.1298942620166577e-08,0.0028940070142115942,0.0036044970968412277,0.0009229610726322029,3.322525019114747e-06,4.138217954127539e-06,1.0596246797020605e-06
20,Algeria,0.008152257651090622,38.80679905414581,42228.415,Arab States,0.0018548058229464481,0.0005867908163091629,0.002361163373922337,0.0014575243131134674,9.366492630164328e-05,0.0005028307682517635,0.0004994860204685092,0.00020116784875737898,0.000451779047825826,0.00014304499411220417,0.0072592257811816404,1.3464454249018685e-05,4.259647021912095e-06,1.7140218037558855e-05,1.0580498070452344e-05,6.799348478013672e-07,3.6501620764645725e-06,3.6258817971248224e-06,1.4603228340444144e-06,3.2795661113749293e-06,1.0383959091282884e-06,0.002441596639255611,0.0038186876870358044,0.0018919736057173252,1.772410127093078e-05,2.77207161080112e-05,1.3734263575938394e-05
21,Bosnia and Herzegovina,0.008307496085762978,37.93146014213562,3323.929,Europe and Central Asia,0.006618158771488525,0.0,0.00033442121721950074,0.000265102029099247,0.0008194982262181433,0.00014541779340810843,2.1309781399629635e-05,2.8392003786128876e-05,2.7627926895641957e-05,4.7568369130127075e-05,0.0005713960870095955,3.781590025236775e-06,0.0,1.910869749322087e-07,1.5147826208561367e-07,4.6825807977235143e-07,8.309115813496291e-08,1.2176325706778236e-08,1.6223079865755662e-08,1.5786489320356976e-08,2.718037998638265e-08,0.006618158771488525,0.0005995232463187478,0.0010898141008377792,3.781590025236775e-06,3.425652370178224e-07,6.22715512786588e-07
22,Barbados,0.00852886214852333,34.234076738357544,286.64,Latin America and the Caribbean,0.008191712846426835,0.0,5.637212928166074e-05,0.0,0.0,2.669156427808749e-05,7.523501124027639e-06,7.722237933543291e-05,0.0001505493881683445,1.8790707774773117e-05,4.92745104905762e-05,4.036426405870469e-07,0.0,2.77770907566531e-09,0.0,0.0,1.315213764030511e-09,3.707168350617617e-10,3.8050949406710435e-09,7.41824740665092e-09,9.259029273734097e-10,0.008191712846426835,5.637212928166074e-05,0.00028077754068066567,4.036426405870469e-07,2.77770907566531e-09,1.3835175873787645e-08
23,North Macedonia,0.009558131918311119,37.737855315208435,2082.957,Europe and Central Asia,0.005973198362763221,0.0,0.0007748716153643115,0.0008489844257587587,0.0008963555914798527,0.00046353953759239314,3.976736574832357e-05,2.125581601251968e-05,0.0004524338428623445,8.772565226020101e-05,0.00035806826174964807,2.13881275484047e-06,0.0,2.774569323926409e-07,3.0399437758396183e-07,3.209564885507685e-07,1.6597879647794385e-07,1.4239431527864713e-08,7.611033091673258e-09,1.6200219967043312e-07,3.141177181566426e-08,0.005973198362763221,0.0016238560411230701,0.0019610778059556346,2.13881275484047e-06,5.814513099766027e-07,7.021997211343478e-07
24,Sri Lanka,0.011184698902070522,38.29434812068939,21228.76,South Asia,0.003385482170117693,0.0002517907339474948,0.0016204844737593427,0.0011133187916800916,0.0014895832818069693,0.0007739645160563038,0.0006939962734829712,0.00041146022176216657,0.0008123802988481352,0.0006322378489456021,0.0036493049027418517,1.235465668155562e-05,9.18861159859562e-07,5.9136419349070184e-06,4.062839724792792e-06,5.43594357334047e-06,2.8244325029924943e-06,2.5326040033059817e-06,1.501543804559924e-06,2.96462340747739e-06,2.3072286818561477e-06,0.0036372729040651877,0.0027338032654394342,0.004813622440902148,1.3273517841415182e-05,9.97648165969981e-06,1.7566375973532412e-05
25,Suriname,0.0112324682995677,39.36052322387695,575.987,Latin America and the Caribbean,0.0016814528119600824,0.0006063203572198167,0.003143379207146607,0.0017786875305610822,0.0006308087995755378,0.00101405096204156,0.00025551561339152984,0.0005213798008555648,0.0006909287124391116,0.0009099440859347552,9.901436461741387e-05,1.6648798181039145e-07,6.003442492472356e-08,3.1123969494721146e-07,1.7611561569142248e-07,6.245913248504544e-08,1.0040561169622233e-07,2.5299716109791094e-08,5.1624089706067525e-08,6.84118674580865e-08,9.009753550620323e-08,0.002287773169179899,0.004922066737707689,0.004022627974238059,2.26522406735115e-07,4.873553106386339e-07,3.982979529614161e-07
26,Indonesia,0.014010748825967312,38.714346289634705,267670.549,East Asia and the Pacific,0.0,0.004867627399197216,0.0025858845698206873,0.0011644829846661556,0.0013220481197215445,0.001212192573696154,0.0007503634595987727,0.00042813387758325154,0.000727321483907032,0.0009526945404558715,0.046013589431756874,0.0,0.00022397700865343123,0.00011898583091364434,5.3582041956695316e-05,6.0832179389893304e-05,5.577733139827951e-05,3.452691615457061e-05,1.9699976464941794e-05,3.3466672145394336e-05,4.383689543841276e-05,0.004867627399197216,0.003750367554486843,0.005392754054962626,0.00022397700865343123,0.00017256787287033966,0.0002481399709914923
27,Guyana,0.014073709957301617,41.80846810340881,779.007,Latin America and the Caribbean,0.00343141102120037,0.0010028745049279544,0.0010913562491076043,0.001538049020276884,0.001200419910446282,0.0010536318394258337,0.0008998786215664092,0.001530074516968627,0.0012797825289180623,0.0010462317444635896,0.00013391427781793292,4.595149288005433e-07,1.34299215069444e-07,1.461481839413329e-07,2.0596672379895817e-07,1.6075336538568156e-07,1.410963468626908e-07,1.2050659573086264e-07,2.048988239474762e-07,1.7138115312407015e-07,1.4010536849003774e-07,0.0044342855261283246,0.0026294052693844883,0.007010019161788804,5.938141438699873e-07,3.521149077402911e-07,9.387416535408191e-07
28,Dominican Republic,0.015103261917829514,38.92543017864227,10627.147,Latin America and the Caribbean,0.0,0.00439629705896305,0.004216548320531421,0.0011974728603300067,0.001123934078536365,0.0011545425013259614,0.0005440781706290698,0.000583630999606205,0.000994131486701244,0.0008926267225263657,0.001826847147419744,0.0,8.031362741376458e-06,7.70298927132034e-06,2.187599879006434e-06,2.053255765261997e-06,2.1091726751221885e-06,9.93947653987069e-07,1.0662046267763295e-06,1.816126270640317e-06,1.6306925817579266e-06,0.00439629705896305,0.005414021180861428,0.005292943959325211,8.031362741376458e-06,9.890589150326776e-06,9.669399573545827e-06
29,China,0.01606672629714012,41.35558009147644,1427647.789,East Asia and the Pacific,0.005603545565499912,5.9664214357752106e-05,0.00331981724201047,0.0029760308827787574,0.001847080172869775,0.0005783279038057976,0.0011830561051268673,2.089128747659319e-05,0.0,0.0004783136826019205,0.24541810618172072,0.0013752115405879677,1.4642678494499752e-05,0.0008147432604036327,0.0007303718631898772,0.0004533069179915055,0.0001419321389040632,0.00029034338882695846,5.1271002082034e-06,0.0,0.00011738683814496798,0.005663209779857664,0.006295848124789227,0.0041076691518809536,0.0013898542190824675,0.00154511512359351,0.0010080963840756985
30,Brazil,0.0163460411131382,42.54646599292755,209469.32,Latin America and the Caribbean,0.0,0.008134020790058538,0.003242222354236879,0.0005016342653458503,0.0007390315576342593,0.0019486662004633004,0.001205298459900861,9.152184236072003e-05,0.00031520966837389475,0.00016843579208265097,0.036008575934251545,0.0,0.00029289450526960364,0.00011674780983826646,1.806313553492854e-05,2.6611473960881423e-05,7.016869484989219e-05,4.340108111677659e-05,3.295571210288587e-06,1.1350251278851637e-05,6.0651330092539425e-06,0.008134020790058538,0.003743856619582729,0.004468163520815686,0.00029289450526960364,0.000134810945373195,0.0001608922054259444
31,Belize,0.01710883155465126,39.75521922111511,383.071,Latin America and the Caribbean,0.005325049398875126,0.0014326395650874624,0.0011151413383996,0.002467672943979149,0.0017252519364079066,0.0011303978000009318,0.0003888385264214714,0.0013689602879994045,0.0015828598669344607,0.0005720203048256156,6.585136759745854e-05,3.506617854399515e-07,9.434127463523761e-08,7.343358219807397e-08,1.6249963814427366e-07,1.1361019946262423e-07,7.443824105921977e-08,2.5605548739434408e-08,9.01479071513715e-08,1.0423348695276548e-07,3.76683193662819e-08,0.006757688963962588,0.003582814282378749,0.006768328722589791,4.450030600751891e-07,2.3593322034234764e-07,4.457037027316973e-07
32,Jamaica,0.018152866512537003,38.73103857040405,2934.853,Latin America and the Caribbean,0.007640751731205708,0.0,0.0011444538717512165,0.0020367137418396963,0.00138900033162212,0.0018790145702427818,0.0009769084089476798,0.0008704220970208731,0.001624708649276857,0.0005908933135041622,0.0005045124369829718,3.854854276292452e-06,0.0,5.773912118518036e-07,1.0275474133322523e-06,7.007679422768317e-07,9.479862199596973e-07,4.928624421073516e-07,4.391387733718294e-07,8.196857200339795e-07,2.98113025592928e-07,0.007640751731205708,0.003181167613590913,0.007330947370614474,3.854854276292452e-06,1.604938625184056e-06,3.6985541233426174e-06
33,Ecuador,0.018253760412335396,39.878660440444946,17084.359,Latin America and the Caribbean,0.004907145924265277,0.0024737985036757115,0.002705579216766646,0.001610463981410043,0.0009507644698668882,0.0015859810610209524,0.0013730628863171113,0.00039382937143529057,0.0013212130059334914,0.000931922535648437,0.002936866546086624,1.4411632701740019e-05,7.265216067204345e-06,7.945925089509214e-06,4.729717790680626e-06,2.7922683647598482e-06,4.6578147208394034e-06,4.032502456497865e-06,1.156624305834628e-06,3.880226277380619e-06,2.736932118490114e-06,0.007380944427940989,0.004316043198176689,0.006556773330222171,2.1676848768944363e-05,1.267564288018984e-05,1.9256368243802476e-05
34,Paraguay,0.018848581239581108,41.878798604011536,6956.069,Latin America and the Caribbean,0.0021760298466705352,0.0005138702861137712,0.004830749859407735,0.0025099101272677005,0.0023479177179740185,0.0020943639176491946,0.0010314434360238559,0.000588596092735115,0.0020319264789884356,0.0007237737576164943,0.0011957748217752996,2.6020417020801917e-06,6.14473149793317e-07,5.776489052174338e-06,3.001287335105554e-06,2.80758089075345e-06,2.504387640359584e-06,1.233374090882729e-06,7.038283878879698e-07,2.429726523272909e-06,8.654704360195024e-07,0.0026899001327843064,0.007340659986675435,0.008818021400987114,3.216514851873509e-06,8.777776387279893e-06,1.0544367969176145e-05
35,Vietnam,0.01933417282998562,39.49636518955231,95545.959,East Asia and the Pacific,0.0,0.0029427331010896396,0.006035374697381524,0.002205725638719236,0.0024676362339005886,0.0022485254400581023,0.0008307908798331487,0.0002489308786746223,0.0017113537644024984,0.0006431025380469399,0.01642471517958995,0.0,4.833355303494881e-05,9.912931040659541e-05,3.622841538028257e-05,4.0530222308653175e-05,3.6931389927016486e-05,1.3645503575060407e-05,4.0886187816357325e-06,2.810849815183012e-05,1.0562776018692397e-05,0.0029427331010896396,0.00824110033610076,0.0081503397349159,4.833355303494881e-05,0.00013535772578687798,0.0001338670087628883
36,Egypt,0.019424961879849434,37.6130074262619,98423.602,Arab States,0.006394520875272369,0.0013449763301207063,0.004702280206621168,0.005628044232817375,0.0,0.0004710926429273253,0.00021066618857059315,3.52300710942618e-05,0.000491885135720467,0.0001462665087732882,0.01691939299912537,0.00010819141172984436,2.2756183103833613e-05,7.955972680783199e-05,9.522309219149822e-05,0.0,7.970601564684056e-06,3.564344036053719e-06,5.960714182309421e-07,8.322397921682703e-06,2.474740544545282e-06,0.0077394972053930755,0.010330324439438543,0.0013551405470859355,0.00013094759483367797,0.00017478281899933022,2.2928155485196703e-05
37,Colombia,0.019657272845506668,40.561819076538086,49661.056,Latin America and the Caribbean,0.0,0.0023578676932835274,0.006423662620243187,0.001343224167416085,0.002055799921416329,0.0019477970350240958,0.0018316478564355532,0.0008035186888076945,0.0022042494077940677,0.000689505235398985,0.008536925149473528,0.0,2.012894000992328e-05,5.483832697448708e-05,1.1467004176195016e-05,1.7550210051424764e-05,1.6628197494367174e-05,1.563664065058395e-05,6.8595789025544e-06,1.8817512205109306e-05,5.88625458477126e-06,0.0023578676932835274,0.007766886787659272,0.009532518144876725,2.012894000992328e-05,6.63053311506821e-05,8.137839388881087e-05
38,Philippines,0.02424934320151806,41.83819591999054,106651.394,East Asia and the Pacific,0.0,0.004924337968085252,0.004910277013454867,0.0026121409371121646,0.002889324727614273,0.002011845710182203,0.0011016919473393824,0.001407916633632822,0.0024632215772849436,0.0019285865964763088,0.018333781860478564,0.0,9.028173811414726e-05,9.00239476392037e-05,4.789042212984048e-05,5.2972249280166727e-05,3.688474038742009e-05,2.0198179839966075e-05,2.5812436438763475e-05,4.51601670719661e-05,3.535828595883944e-05,0.004924337968085252,0.007522417950567031,0.011802587192529933,9.028173811414726e-05,0.00013791436976904418,0.0002163860589771219
39,South Africa,0.02489064261317253,39.781227707862854,57792.52,Sub-Saharan Africa,0.007748591547280359,0.0020744691531305592,0.002606520003237106,0.000655599645195272,0.002462818524109567,0.001143068702607622,0.0021131853096706954,0.001974696080904642,0.002309038037122624,0.0018026556562765195,0.009934754859813127,7.698035753105047e-05,2.0609342500596246e-05,2.5895137269359967e-05,6.51322176119549e-06,2.446749830123531e-05,1.1356107348331358e-05,2.099397802493665e-05,1.961812148642133e-05,2.2939726860797352e-05,1.7908942041762775e-05,0.009823060700410918,0.003262119648432378,0.01180546231069167,9.758970003164672e-05,3.2408359030555454e-05,0.00011728437406348479
40,Mexico,0.025615369901061058,39.01892006397247,126190.782,Latin America and the Caribbean,0.017444277453763535,0.0,0.0022067942201831753,0.001297661546828817,0.0013508853350824301,0.0012010464348498062,0.0006465060371413818,7.752855196251074e-05,0.000795686745581739,0.0005949829554071848,0.021692677265814312,0.0003784130809398134,0.0,4.787127481049799e-05,2.8149753135614912e-05,2.9304319597064582e-05,2.605391269245372e-05,1.4024446814108556e-05,1.6818018566086602e-06,1.7260575776590767e-05,1.2906773230308447e-05,0.017444277453763535,0.003504455767011992,0.004666636060025053,0.0003784130809398134,7.602102794611291e-05,0.00010123182996713473
41,Mongolia,0.028126820921897888,38.750457763671875,3170.214,East Asia and the Pacific,0.004691508667755473,0.00124134278423782,0.004827358357277767,0.0027096451097315954,0.0038558777295156776,0.003906156477959888,0.002644403905008863,0.0004317964981604139,0.003415225753609419,0.0004035049313721034,0.0005449718915726051,2.5567403529959725e-06,6.76496925216089e-07,2.6307746152644884e-06,1.4766804209408868e-06,2.1013449799268407e-06,2.1287454845723853e-06,1.4411257981946637e-06,2.3531695437690767e-07,1.8612020390920009e-06,2.198988457087294e-07,0.005932851451993293,0.007537003467009362,0.014656965295626365,3.2332372782120616e-06,4.107455036205375e-06,7.987634101871527e-06
42,Syria,0.028790390118956566,38.941338658332825,16945.062,Arab States,0.007694147714468302,0.004046569626835861,0.006140886524372752,0.007963011866462755,8.282673539473538e-05,0.0007997986497594312,0.000863357321801695,6.412058161590819e-05,0.000864644030776001,0.00027102673900815735,0.0029129208599025405,2.2412443376646173e-05,1.1787337077058219e-05,1.78879164551398e-05,2.319562337347082e-05,2.412677252889528e-07,2.329750170606133e-06,2.514891552225748e-06,1.867781797380623e-07,2.5186396336376278e-06,7.894794416482232e-07,0.011740717341304163,0.014103898390835506,0.002945774058355928,3.419978045370439e-05,4.108353982861062e-05,8.580806703144747e-06
