,Country,MPI,Intensity,Population 2020,Region,Nutrition,Child Mortality,Years of Schooling,School Attendance,Cooking Fuel,Sanitation,Drinking Water,Electricity,Housing,Assets,Weight,Nutrition_w,Child Mortality_w,Years of Schooling_w,School Attendance_w,Cooking Fuel_w,Sanitation_w,Drinking Water_w,Electricity_w,Housing_w,Assets_w,Health,Education,Living Standards,Health_w,Education_w,Living Standards_w
10,"Palestine, State of",0.0019800922697394,34.97258081680731,5019.401,Arab States,0.000826908773007906,0.00041869721425004673,7.23718428916048e-05,0.0005415320904059099,1.863892210632464e-05,5.275384898662039e-05,1.3537625956683558e-05,0.0,2.8883633796082438e-05,6.7683183381279565e-06,0.0008258484723583818,6.829013469683231e-07,3.457804547691112e-07,5.976817589379263e-08,4.4722344959476183e-07,1.5392925347915074e-08,4.356668559662522e-08,1.1180027715686295e-08,0.0,2.385350484665361e-08,5.589605359978194e-09,0.0012456059872579528,0.0006139039332975147,0.00012058234918383898,1.0286818017374342e-06,5.069916254885545e-07,9.958274886685839e-08
11,Costa Rica,0.0020063009860111,37.1216433271745,5123.105,Latin America and the Caribbean,0.00038318629990723385,0.00042911223512252653,0.0005342240168928223,0.00028812474186033153,0.0,8.499534636486867e-05,3.629714820554512e-05,3.812541925276834e-05,0.00015915278457276895,5.308299383222834e-05,0.0008429110242400611,3.2299195652956575e-07,3.617034336210708e-07,4.503033132527686e-07,2.4286352127039526e-07,0.0,7.164351446005021e-08,3.0595266370929335e-08,3.213633619193271e-08,1.3415163665489048e-07,4.4744240700852435e-08,0.0008122985350297604,0.0008223487587531539,0.00037165369222817945,6.846953901506365e-07,6.931668345231639e-07,3.132709943786552e-07
12,Thailand,0.0021206823329644,36.70324638862369,71475.664,East Asia and the Pacific,0.0005629339832165424,0.0002485196696593547,0.0006719230359485788,0.0002838714070840606,0.00015656890982148342,4.410855202620865e-05,1.8743873694790587e-05,1.5997402691356012e-05,5.713451044316221e-05,6.088098837900516e-05,0.01175998250094005,6.620093791811018e-06,2.9225869663334135e-06,7.9018031447338e-06,3.3383227798257826e-06,1.8412476396919058e-06,5.187157999700175e-07,2.2042762665056782e-07,1.8812917571083797e-07,6.719008430113642e-07,7.159593579770352e-07,0.0008114536528758972,0.0009557944430326395,0.00035343423705600603,9.542680758144432e-06,1.1240125924559582e-05,4.156380443011729e-06
13,Trinidad and Tobago,0.0024179247018798,37.98419861716297,1518.147,Latin America and the Caribbean,0.000430069524314354,0.0006698600214777599,0.0005422026504184345,0.0002805145005934816,5.821161160444423e-06,4.5484903751921885e-05,4.409942281376802e-05,0.00013031881008746278,0.00017562300774010613,9.393069952193517e-05,0.0002497826694391343,1.0742391382765803e-07,1.673194243152707e-07,1.3543282539849032e-07,7.006766077462546e-08,1.4540251738912168e-09,1.1361340678337145e-08,1.1015271551148035e-08,3.255138026177804e-08,4.386758368825346e-08,2.3462260868874187e-08,0.001099929545792114,0.000822717151011916,0.0004952780050756384,2.7474333814292873e-07,2.055004861731158e-07,1.2371186222228208e-07
14,Maldives,0.0026540936227336,34.37993933498948,514.438,South Asia,0.0012279033595398627,0.0009138143318115903,0.00012997795632108816,0.0002716255637105144,1.5786411289304254e-05,9.991858504949749e-06,1.627921238235312e-05,3.0475338818128984e-06,6.261986141036078e-05,3.0475338818128984e-06,8.46411427226279e-05,1.039311435044078e-07,7.734628928084767e-08,1.1001482751768719e-08,2.2990698105135907e-08,1.3361798910161057e-09,8.45722321781755e-10,1.3778911386667217e-09,2.5794675024256975e-10,5.300216626905526e-09,2.5794675024256975e-10,0.002141717691351453,0.0004016035200316026,0.00011077241135059371,1.8127743278525547e-07,3.399218085690462e-08,9.375903478855247e-09
15,Cuba,0.0026887050480684,38.06035045333903,11300.698,Latin America and the Caribbean,0.00017331543746986714,9.823701185335951e-05,0.0008691291214730136,0.0002017377415790375,0.00021823133196612645,0.0002899064410839521,0.00010685423473055143,2.6798759642111387e-05,0.000367887110929493,0.0003366078573407844,0.001859318309073816,3.2224856613286204e-07,1.826538747676528e-07,1.6159876885040148e-06,3.7509467654910645e-07,4.057615111381848e-07,5.390283538258217e-07,1.9867603503658552e-07,4.982742446304617e-08,6.840192410234762e-07,6.258611521318276e-07,0.0002715524493232266,0.001070866863052051,0.0013462857356930187,5.049024409005148e-07,1.9910823650531214e-06,2.503173717618942e-06
16,Albania,0.0027478785548485,39.056704368687726,2866.849,Europe and Central Asia,0.0007725217871009229,4.028190672239502e-06,0.0008594995603073192,0.0006533344916738478,0.00015833960193968225,7.983410924058198e-05,0.0001155834275889049,0.0,7.736211625338887e-05,2.7375270071685638e-05,0.00047168633610507603,3.6438797131897995e-07,1.9000424993212937e-09,4.0541419848528324e-07,3.0816895262870957e-07,7.46866266992649e-08,3.7656658483902506e-08,5.451912347387691e-08,0.0,3.6490653168895945e-08,1.291254084000034e-08,0.0007765499777731624,0.001512834051981167,0.00045849452509424363,3.6628801381830124e-07,7.135831511139929e-07,2.1626560266594064e-07
17,Tunisia,0.0028877310361996,36.48734391482851,12161.723,Arab States,0.0006085516427101041,9.648433915919494e-05,0.0011490435445828159,0.0006288810737927049,1.1600342247899784e-05,0.00013067560967258308,0.00011762724696143491,2.1343677004136442e-05,4.144919482041847e-05,8.20743652484009e-05,0.002000983854606515,1.217702011757191e-06,1.9306360487992822e-07,2.2992175809500556e-06,1.2583808751268109e-06,2.3212097545957314e-08,2.614797851457017e-07,2.353702220316445e-07,4.270835308321337e-08,8.293916962209734e-08,1.6422947973912823e-07,0.0007050359818692991,0.0017779246183755207,0.0004047704359548736,1.410765616637119e-06,3.5575984560768665e-06,8.099391071677424e-07
18,Seychelles,0.0029634608921739,34.22968467760313,105.53,Sub-Saharan Africa,0.0009671679465928259,0.0010134054988598874,0.000951522702052125,0.0,0.0,1.3350205237420679e-05,0.0,0.0,0.0,1.801453943163495e-05,1.736298599932144e-05,1.6792923515683702e-08,1.7595745488339583e-08,1.6521275353767553e-08,0.0,0.0,2.3179942662540302e-10,0.0,0.0,0.0,3.1278619593570166e-10,0.001980573445452713,0.000951522702052125,3.136474466905563e-05,3.438866900402328e-08,1.6521275353767553e-08,5.445856225611046e-10
19,Tonga,0.0033361547730897,38.144566903508846,105.254,East Asia and the Pacific,0.0005069100438665769,0.0007678918300927318,0.00022421383187723118,0.001133709528556461,0.00014250835603424902,7.106415477434709e-05,2.964307506850342e-05,3.1834512804228586e-05,0.0003916544254890283,3.67250145263687e-05,1.7317575365986724e-05,8.778452888435082e-09,1.3298024640556355e-08,3.8828399316306275e-09,1.9633100203913792e-08,2.4678991959059766e-09,1.230658856124901e-09,5.133461865784101e-10,5.512965747266979e-10,6.782505030828479e-09,6.359882068773472e-10,0.0012748018739593087,0.0013579233604336923,0.000703429538696725,2.2076477528991437e-08,2.351594013554442e-08,1.2181694051041813e-08
20,Moldova,0.0035339051267231,37.44998797694088,3084.847,Europe and Central Asia,0.000324535551385851,0.0,0.001156976407642594,0.00034072472350849746,0.0003357095738127828,0.0004008028981516876,0.00032434175170085555,3.070956170222729e-05,0.000307012567585096,0.00031309209123354866,0.0005075538261257343,1.6471926081971354e-07,0.0,5.872278024362059e-07,1.7293613707237081e-07,1.7039067865571754e-07,2.0342904447917206e-07,1.6462089704809215e-07,1.5586755540609783e-08,1.5582540334650108e-07,1.589110888352951e-07,0.000324535551385851,0.0014977011311510914,0.0017116684441861978,1.6471926081971354e-07,7.601639395085767e-07,8.687638679053878e-07
21,Montenegro,0.0048989004059962,39.6426609949079,629.048,Europe and Central Asia,0.0015897904256165654,0.0012743907031306846,0.0005725952829569068,0.0005207920760615611,0.0006191294272557018,9.615902542868929e-05,7.870635061550706e-06,2.7686179287069768e-05,0.00016308414374384544,2.7402507453629833e-05,0.00010349807274614947,1.645402451215952e-07,1.3189698169963616e-07,5.9262508249575976e-08,5.390097617383766e-08,6.407870250139248e-08,9.95227380901732e-09,8.145955601587695e-10,2.8654661979160835e-09,1.6878894572944012e-08,2.8361067098626835e-09,0.00286418112874725,0.0010933873590184679,0.0009413319182304869,2.9643722682123134e-07,1.1316348442341364e-07,9.742603935129135e-08
22,Algeria,0.0054090931224496,39.172626681723074,43451.666,Arab States,0.0013098834267268522,0.00037853016389792596,0.0016017468097634987,0.0010650044747787918,7.066050004404219e-05,0.00034234758247890485,0.00022954872517597937,9.189209624945283e-05,0.00024580557027349486,7.367377306007609e-05,0.00714915823372682,9.364563885406578e-06,2.70617203794482e-06,1.1451141393366383e-05,7.613885509820707e-06,5.051630956891186e-07,2.447497038075534e-06,1.641080158633348e-06,6.569511365161931e-07,1.7573029166166723e-06,5.267054612821641e-07,0.0016884135906247782,0.0026667512845422905,0.0010539282472819503,1.2070735923351397e-05,1.906502690318709e-05,7.534699806813031e-06
23,Guyana,0.0065923517112647,38.81092532920246,797.202,Latin America and the Caribbean,0.0016127906054412278,0.0003143212231251654,0.0008816016992987517,0.0006364334578461144,0.0004747905705702178,0.00037706810792792445,0.00031525439155862195,0.000580393864866553,0.0007644857569531804,0.0006352120336771344,0.00013116466563660618,2.115411405045583e-07,4.122783813370141e-08,1.1563499211318459e-07,8.347758169833469e-08,6.227574643625609e-08,4.9458012298593946e-08,4.135023685925837e-08,7.612716722275901e-08,1.0027351869471169e-07,8.331737400560996e-08,0.0019271118285663932,0.0015180351571448662,0.003147204725553632,2.527689786382597e-07,1.991125738115193e-07,4.1280205551718903e-07
24,Saint Lucia,0.0072018620576616,37.48761219896392,179.237,Latin America and the Caribbean,0.005003515894913951,0.0,0.0005420191153589426,0.0,0.00018079288918950188,0.00039410923869518375,8.459779927298951e-05,0.00017069702673508405,0.0006130432328857084,0.00021308686061023311,2.949009306889393e-05,1.4755414941270252e-07,0.0,1.5984194157054773e-08,0.0,5.331599128392638e-09,1.1622318128431902e-08,2.494796973984068e-09,5.033871205001104e-09,1.8078701993055157e-08,6.283951351154203e-09,0.005003515894913951,0.0005420191153589426,0.0016563270473887008,1.4755414941270252e-07,1.5984194157054773e-08,4.884523878001907e-08
25,Libya,0.0074214647664764,37.134823226167306,6653.942,Arab States,0.00253061521696191,0.0003633916221434966,0.00215704299632531,0.0014474538524660379,1.2959563339382506e-05,0.00017954184723021043,0.0004704202101627893,2.5780157102828536e-05,0.00021570735945907051,1.8551941284762638e-05,0.0010947815956249113,2.7704709651382413e-06,3.978344599269821e-07,2.361490973348563e-06,1.5846458381961939e-06,1.4187891431291284e-08,1.9655910999213385e-07,5.150073882962246e-07,2.8223641528495517e-08,2.3615244717663754e-07,2.0310323881672106e-08,0.002894006839105407,0.003604496848791348,0.0009229610785790439,3.1683054250652235e-06,3.9461368115447566e-06,1.0104408023064547e-06
26,Viet Nam,0.007729394853574,40.275713602860655,96648.685,East Asia and the Pacific,0.0,0.0017667789283923525,0.0021535635868288943,0.0009954366964101049,0.0008112414345197569,0.0007259242863562861,0.0002543052363758261,5.486690667859159e-05,0.00065365371296092,0.0003136240650514717,0.015901731872527507,0.0,2.8094844797326666e-05,3.424539072819169e-05,1.5829167442388053e-05,1.2900143775617754e-05,1.154345336139354e-05,4.043893682628116e-06,8.724788386779522e-07,1.0394226080986608e-05,4.987165791220627e-06,0.0017667789283923525,0.003149000283238999,0.0028136156419428524,2.8094844797326666e-05,5.0074558170579745e-05,4.47413615305246e-05
27,Ecuador,0.0079374393693257,37.9560095275384,17588.595,Latin America and the Caribbean,0.0024248867687720705,0.00026478399712292653,0.001224550843315417,0.0009447432282172717,0.0005755884535029995,0.0005532695629427405,0.00045249418996943727,0.0002649845775081831,0.0005591318146344998,0.0006730059333401636,0.002893874052238559,7.0173168997660965e-06,7.662515387220463e-07,3.5436959111173307e-06,2.733967914166054e-06,1.6656804903604504e-06,1.6010924320933647e-06,1.3094611951412598e-06,7.668319930943283e-07,1.6180570501518386e-06,1.9475944074956925e-06,0.002689670765894997,0.002169294071532689,0.0030784745318980233,7.783568438488142e-06,6.277663825283385e-06,8.908717568336934e-06
28,Tuvalu,0.008084608456584,38.23529689790041,11.069,East Asia and the Pacific,0.0023163178794978908,0.0006308849206699442,0.0001442142600107111,0.0033798455801999755,0.0002643928100197964,0.00036352387402960226,0.0,4.80714200035992e-05,0.0008412148721450455,9.61428400071984e-05,1.8211967405144417e-06,4.218470572136882e-09,1.1489655611638145e-09,2.6264254026720925e-10,6.155363754102337e-09,4.815113238235073e-10,6.620484944818941e-10,0.0,8.75475134224556e-11,1.5320177832228298e-09,1.750950268449112e-10,0.002947202800167835,0.0035240598402106866,0.0016133458162052418,5.367436133300697e-09,6.4180062943695465e-09,2.938220141795598e-09
29,Bosnia and Herzegovina,0.0083074962435722,37.93146064234383,3318.407,Europe and Central Asia,0.006618158835224565,0.0,0.0003344212141834412,0.00026510202429202637,0.0008194982882458543,0.00014541779507841845,2.1309782237995057e-05,2.8392004744914363e-05,2.762792790264757e-05,4.7568371661465366e-05,0.0005459817519288378,3.6133939553992246e-06,0.0,1.8258788040204436e-07,1.4474086766284188e-07,4.4743111111915523e-07,7.939546251854364e-08,1.1634752239522572e-08,1.5501516491400222e-08,1.508434447845114e-08,2.5971462896128942e-08,0.006618158835224565,0.0005995232384754676,0.0010898141698712951,3.6133939553992246e-06,3.2732874806488624e-07,5.950186497432018e-07
30,Barbados,0.0085288617206525,34.2340762765694,280.693,Latin America and the Caribbean,0.008191712057357687,0.0,5.637212539249069e-05,0.0,0.0,2.66915648780138e-05,7.523501255998106e-06,7.722237547592474e-05,0.0001505493878283525,1.879070846417465e-05,4.6182778632687697e-05,3.783160245676687e-07,0.0,2.6034213880555104e-09,0.0,0.0,1.2326906321213331e-09,3.474561930485084e-10,3.5663438720949234e-09,6.952789051363451e-09,8.678071293523489e-10,0.008191712057357687,5.637212539249069e-05,0.00028077753790246385,3.783160245676687e-07,2.6034213880555104e-09,1.2967086877980564e-08
31,Dominican Republic,0.0087861887056307,38.76360521357829,10999.664,Latin America and the Caribbean,0.0008256468977767923,0.00045362975384556636,0.0029174199948625197,0.001144886115881384,0.0007096087164972637,0.0007996291151136974,0.00016085309629567044,0.00025165372970816543,0.0008612233475479262,0.000661637938101324,0.0018097887996706156,1.4942465080792285e-06,8.209740477070444e-07,5.2799140306372935e-06,2.0720020694205235e-06,1.284241907265389e-06,1.447159816423295e-06,2.9111013206824335e-07,4.5544010142117427e-07,1.5586323684070708e-06,1.1974249298129363e-06,0.0012792766516223587,0.0040623061107439035,0.0034446059432640475,2.3152205557862727e-06,7.351916100057817e-06,6.234009255398108e-06
32,Jamaica,0.0108102917138878,38.94671235533186,2820.436,Latin America and the Caribbean,0.005645049572180198,0.0,0.001136595887190391,0.0011217274241216999,0.0005223959037798732,0.0006160003801231309,0.000702365574481134,0.00016579401839689821,0.0006590792374992055,0.0002412837161152815,0.0004640499457972346,2.6195849479929234e-06,0.0,5.274372598440607e-07,5.205375503629464e-07,2.4241779083374755e-07,2.858549430072148e-07,3.259327067678138e-07,7.693670525058633e-08,3.0584568443758904e-07,1.1196769538505172e-07,0.005645049572180198,0.002258323311312091,0.0029069188303955233,2.6195849479929234e-06,1.047974810207007e-06,1.3489555256820035e-06
33,Sri Lanka,0.0111846990586717,38.294348687052434,21715.079,South Asia,0.0033854822415852843,0.00025179074648586325,0.0016204844726606547,0.0011133188018136854,0.001489583362442173,0.0007739645750760072,0.0006939963230986895,0.0004114602483948614,0.0008123803718078407,0.0006322379153065955,0.003572809747476159,1.209568395264334e-05,8.996004333689905e-07,5.78968271955575e-06,3.977676267168413e-06,5.321997957011707e-06,2.765228178032802e-06,2.4795168278796114e-06,1.4700691861641223e-06,2.9024805110533596e-06,2.2588657865314105e-06,0.0036372729880711475,0.00273380327447434,0.004813622796126167,1.299528438601233e-05,9.767358986724163e-06,1.7198158446673012e-05
34,Suriname,0.0112324684674057,39.36052165349411,607.065,Latin America and the Caribbean,0.001681452933887145,0.0006063203920487813,0.003143379424718361,0.0017786876169366569,0.0006308088196015825,0.0010140510209342623,0.0002555156216411885,0.0005213798065048511,0.0006909287322603803,0.0009099440988724268,9.988118161355132e-05,1.6794550586422064e-07,6.055999719422396e-08,3.139644512005951e-07,1.7765742090102503e-07,6.300593027405559e-08,1.0128461418734218e-07,2.5521202210243013e-08,5.207603114314927e-08,6.901077818891982e-08,9.088629179765616e-08,0.0022877733259359266,0.004922067041655018,0.0040226280998146915,2.285055030584446e-07,4.916218721016201e-07,4.01784847801366e-07
35,Indonesia,0.0140107488937181,38.71434553621994,271857.97,East Asia and the Pacific,0.0,0.004867627225314445,0.00258588451077158,0.0011644829389077563,0.001322048176785651,0.0012121925805095995,0.0007503634910023716,0.00042813388042371833,0.0007273215061965722,0.0009526945838060083,0.04472913983619774,0.0,0.00021772477883157302,0.00011566438988255977,5.208632021127154e-05,5.913407776963565e-05,5.4220331442015265e-05,3.356311351702258e-05,1.915006020608646e-05,3.253246535654044e-05,4.261320926024715e-05,0.004867627225314445,0.0037503674496793364,0.0053927542187239205,0.00021772477883157302,0.00016775071009383132,0.00024121325755154752
36,China,0.016066725408367,41.35557863672827,1424929.781,East Asia and the Pacific,0.005603544972911484,5.96642090453572e-05,0.003319816833719946,0.002976030675213429,0.001847079967758729,0.000578327874148202,0.0011830559399335814,2.0891284921694637e-05,0.0,0.00047831365071457485,0.2344455210605436,0.0013137260209604225,1.3988006578303966e-05,0.0007783161874070368,0.0006977170623425737,0.00043303962548168725,0.0001355863797985117,0.00027736216628149966,4.8978681790909764e-06,0.0,0.00011213849307214934,0.005663209181956842,0.006295847508933375,0.004107668717476782,0.0013277140275387265,0.0014760332497496106,0.000963024532812939
37,Brazil,0.0163460407771117,42.54646521277315,213196.304,Latin America and the Caribbean,0.0,0.008134020606690528,0.0032422223606044533,0.0005016342605722565,0.0007390315478944214,0.0019486662226984813,0.0012052984785989687,9.152184616168272e-05,0.0003152096575355073,0.00016843579635466899,0.03507746083065552,0.0,0.00028532078922693184,0.00011372892785837819,1.7596056126538173e-05,2.5923350173885286e-05,6.835426309872743e-05,4.227881017230402e-05,3.210353973885706e-06,1.1056754415646099e-05,5.908300049111172e-06,0.008134020606690528,0.0037438566211767097,0.00446816354924373,0.00028532078922693184,0.00013132498398491635,0.00015673183188355972
38,Belize,0.0171088313258261,39.75521940862637,394.921,Latin America and the Caribbean,0.0053250492371465065,0.0014326395390110427,0.0011151413181809619,0.002467672719308288,0.0017252518688931264,0.0011303977819184215,0.00038883850480838256,0.0013689601968579677,0.001582859875989937,0.0005720202837112749,6.497685770717352e-05,3.460049665657615e-07,9.308841547199119e-08,7.245837875483428e-08,1.6034161915036859e-07,1.1210144519410387e-07,7.344969582821785e-08,2.526550419800438e-08,8.895073191802442e-08,1.0284926093259247e-07,3.716808058032454e-08,0.006757688776157549,0.0035828140374892497,0.00676832851217911,4.3909338203775266e-07,2.3279999790520286e-07,4.3978471865126754e-07
39,Paraguay,0.0188485813545086,41.8787993031481,6618.695,Latin America and the Caribbean,0.0021760297605558014,0.0005138702620210298,0.004830749722725485,0.0025099100175442948,0.0023479178055584994,0.002094363940277239,0.001031443449058431,0.0005885961097427463,0.0020319265270181096,0.0007237737600064262,0.0010889823615917635,2.3696580275440165e-06,5.595956514874393e-07,5.260601241312356e-06,2.7332477382882107e-06,2.5568410767204457e-06,2.2807253897157387e-06,1.123223723004004e-06,6.409707816113806e-07,2.2127321479731314e-06,7.881768584299484e-07,0.0026899000225768313,0.00734065974026978,0.008818021591661451,2.9292536790314557e-06,7.993848979600567e-06,9.60266997745465e-06
40,Colombia,0.0196572726283348,40.561818178770196,50930.662,Latin America and the Caribbean,0.0,0.0023578677014127556,0.00642366237573605,0.0013432241628681247,0.002055799928350738,0.0019477971183712993,0.001831647884222657,0.0008035187139709668,0.0022042494765638736,0.0006895052668386631,0.00837968702020442,0.0,1.97581933728877e-05,5.382828023213087e-05,1.1255798082810972e-05,1.7226959975737856e-05,1.632193023080755e-05,1.5348636001005488e-05,6.733235337953858e-06,1.847092072805468e-05,5.77783833489053e-06,0.0023578677014127556,0.007766886538604175,0.009532518388318197,1.97581933728877e-05,6.508407831494184e-05,7.987952060844996e-05
41,Egypt,0.0196817970481813,37.57057516612406,107465.134,Arab States,0.006521493071035115,0.0013547412196068503,0.004773997898433211,0.005673108975539427,0.0,0.00047128248687648727,0.00021755348269350297,3.548585103805359e-05,0.0004913281864369367,0.00014280587652438118,0.017681376073696603,0.00011530897155097846,2.3953688986407117e-05,8.441085221723484e-05,0.00010030837330357626,0.0,8.332922887410155e-06,3.8466449436462716e-06,6.274386774990025e-07,8.687358439998797e-06,2.525004408361465e-06,0.007876234290641965,0.010447106873972638,0.0013584558835693617,0.00013926266053738558,0.00018471922552081108,2.4019369356915694e-05
