,Country,MPI,Intensity,Population 2021,Region,Nutrition,Child Mortality,Years of Schooling,School Attendance,Cooking Fuel,Sanitation,Drinking Water,Electricity,Housing,Assets,Weight,Nutrition_w,Child Mortality_w,Years of Schooling_w,School Attendance_w,Cooking Fuel_w,Sanitation_w,Drinking Water_w,Electricity_w,Housing_w,Assets_w,Health,Education,Living Standards,Health_w,Education_w,Living Standards_w
42,Paraguay,0.0188485813545086,41.878799303148114,6703.799,Latin America and the Caribbean,0.0021760297605557958,0.0005138702620210298,0.0048307497227254945,0.0025099100175442883,0.002347917805558498,0.0020943639402772655,0.001031443449058429,0.0005885961097427519,0.0020319265270181018,0.000723773760006428,0.001091184278480994,2.374449464225246e-06,5.607271510962567e-07,5.27123815071448e-06,2.738774351546283e-06,2.5620109965910285e-06,2.285337005048059e-06,1.1254948757547697e-06,6.422668213263647e-07,2.217206281310639e-06,7.897705480960901e-07,0.0026899000225768257,0.007340659740269782,0.008818021591661474,2.9351766153215026e-06,8.010012502260764e-06,9.622086528126952e-06
43,Colombia,0.0196572726283348,40.56181817877018,51516.562,Latin America and the Caribbean,0.0,0.0023578677014127517,0.006423662375736061,0.0013432241628681207,0.002055799928350742,0.0019477971183712898,0.001831647884222657,0.0008035187139709668,0.0022042494765638757,0.0006895052668386613,0.008385403938243285,0.0,1.977167310928313e-05,5.3865003783442384e-05,1.126347718525788e-05,1.7238712815432575e-05,1.6333065627289536e-05,1.535910738183565e-05,6.737828988584325e-06,1.8483522241649423e-05,5.781780179988397e-06,0.0023578677014127517,0.007766886538604182,0.009532518388318192,1.977167310928313e-05,6.512848096870027e-05,7.993401723477991e-05
44,Egypt,0.0196817970481813,37.57057516612406,109262.178,Arab States,0.006521493071035131,0.0013547412196068503,0.004773997898433246,0.005673108975539508,0.0,0.00047128248687647935,0.000217553482693501,3.548585103805359e-05,0.0004913281864369367,0.00014280587652438118,0.017784717421598102,0.0001159829114352698,2.409368977009901e-05,8.490420359493847e-05,0.00010089464003190206,0.0,8.3816258548462e-06,3.869127213788448e-06,6.311058331767068e-07,8.738132957047188e-06,2.5397621601297495e-06,0.00787623429064198,0.010447106873972753,0.001358455883569352,0.00014007660120536882,0.00018579884362684052,2.4159754018988296e-05
45,Philippines,0.024249342416319,41.83819567329135,113880.328,East Asia and the Pacific,0.0,0.004924337638188804,0.004910276746847372,0.002612140797227383,0.002889324699424234,0.002011845740256674,0.0011016919851844602,0.0014079166369596165,0.002463221584086589,0.0019285865881426623,0.018536418460914316,0.0,9.127958310429814e-05,9.101894453845991e-05,4.84197348962331e-05,5.355773169798308e-05,3.7292414520205644e-05,2.0421423652414568e-05,2.6097731940766634e-05,4.565930604458525e-05,3.57490880359194e-05,0.004924337638188804,0.007522417544074755,0.011802587234054236,9.127958310429814e-05,0.000139438679434693,0.00021877769589187458
46,Samoa,0.0246004897655158,39.11981379417876,218.764,East Asia and the Pacific,0.007211957995946316,0.0018643987928223,6.193816608955753e-05,0.0076077941290854136,0.0026053786180924537,0.0008303151726880087,0.00019044101385014034,0.00019841318104883916,0.0028932173458901785,0.001136635350001697,3.560844194427908e-05,2.5680658760323367e-07,6.638833617519687e-08,2.2055215913351244e-09,2.7090169556956515e-07,9.277347326521119e-08,2.9566229622115016e-08,6.7813077854923706e-09,7.065184238357324e-09,1.0302296189331162e-07,4.047381387235076e-08,0.009076356788768615,0.007669732295174971,0.007854400681571318,3.231949237784305e-07,2.7310721716090027e-07,2.7968297067683825e-07
47,South Africa,0.0248906428726559,39.781226575720105,59392.255,Sub-Saharan Africa,0.007748591579885852,0.0020744691906641032,0.002606519959845394,0.0006555996565582335,0.0024628184855509366,0.0011430687194712301,0.0021131853853324644,0.00197469613173346,0.002309038022132324,0.001802655741482532,0.009667338611962293,7.49082585685564e-05,2.005459610623325e-05,2.519811105066378e-05,6.337903873834629e-06,2.3808900239621065e-05,1.1050432367870516e-05,2.0428878669858947e-05,1.9090056161199455e-05,2.2322252427848857e-05,1.7426883453709598e-05,0.009823060770549955,0.0032621196164036277,0.011805462485702946,9.496285467478966e-05,3.153601492449841e-05,0.00011412740332010843
48,Peru,0.0258032186059747,38.91450880017092,33715.471,Latin America and the Caribbean,0.0030850170505609636,0.0005353710335752697,0.004149401956243382,0.004524632413954073,0.003001937706651483,0.003205806657816095,0.0014998994097752557,0.0008846512868606023,0.0035111284600729043,0.001405372630465166,0.005487901993598237,1.6930271222058066e-05,2.9380637624724715e-06,2.2771511267908482e-05,2.4830739244837763e-05,1.6474339924990396e-05,1.759315274851945e-05,8.231300961102446e-06,4.854879560801546e-06,1.9268728875813603e-05,7.712547260478184e-06,0.003620388084136233,0.008674034370197455,0.013508796151641505,1.986833498453054e-05,4.7602250512746244e-05,7.413494933170562e-05
49,Morocco,0.0266967234413385,41.977956107967564,37076.584,Arab States,0.005602360315079401,0.0009043508740831052,0.008274305288455354,0.0042271254168314235,0.0010485987982079492,0.0013301726708950452,0.0019352425973877638,0.0005801251073463333,0.0021363956267359914,0.0006580467463160189,0.0060349938237378485,3.381020989985821e-05,5.457751939583465e-06,4.993538131154948e-05,2.551067578274292e-05,6.328287270763904e-06,8.027583853356476e-06,1.1679177122669546e-05,3.501051439830378e-06,1.2893134412412258e-05,3.971308049747961e-06,0.006506711189162506,0.012501430705286778,0.007688581546889102,3.926796183944168e-05,7.544605709429241e-05,4.640054214878052e-05
50,Mongolia,0.0281268202333581,38.750457349709535,3347.782,East Asia and the Pacific,0.004691508526182484,0.0012413427498605167,0.004827358223632536,0.0027096450732766912,0.003855877913913329,0.0039061566053983955,0.0026444038624389944,0.00043179651066624234,0.003415225820373004,0.0004035049476132367,0.0005449219295181224,2.556505878438082e-06,6.764348864473247e-07,2.630533357697017e-06,1.4765450216392087e-06,2.1011524328359636e-06,2.128550394413653e-06,1.4409936551454324e-06,2.3529538775144127e-07,1.8610314437777697e-06,2.1987869462351382e-07,0.005932851276043001,0.007537003296909227,0.014656965660403202,3.2329407648854066e-06,4.107078379336226e-06,7.986902008547772e-06
51,Tajikistan,0.029005923068437,38.962333194316514,9750.064,Europe and Central Asia,0.010368319475652997,0.0034844670579920528,0.00020535665636271,0.007471099392235789,0.001923192385047982,0.0001766632676792914,0.0019935573328452557,5.546374064080549e-05,0.003154762885807087,0.00017304087417486697,0.0015870279748816326,1.6454813060371368e-05,5.529946698586888e-06,3.25906758475775e-07,1.1856843738599361e-05,3.0521601161504758e-06,2.8036954794103763e-07,3.163831256755835e-06,8.802250798853764e-08,5.006696953894157e-06,2.746207081134865e-07,0.01385278653364505,0.007676456048598499,0.007476680486195288,2.1984759758958256e-05,1.2182750497075137e-05,1.186570109084353e-05
52,El Salvador,0.0324625094524029,41.29624975571927,6314.167,Latin America and the Caribbean,0.004306224532482989,0.000723450577121502,0.008585897387960915,0.005500821544149954,0.0034766699573906545,0.002758960274714334,0.0010412462131341538,0.0013082679360416636,0.003375124112669961,0.001385846916736327,0.001027763475919177,4.42578029359315e-06,7.435360797981296e-07,8.824271743336093e-06,5.653543470626651e-06,3.573194400031596e-06,2.8355586018633316e-06,1.0701548272984382e-06,1.3445900013797876e-06,3.4688292896963072e-06,1.4243228442368018e-06,0.005029675109604491,0.01408671893211087,0.013346115410687092,5.169316373391279e-06,1.4477815213962743e-05,1.3716649964506262e-05
53,Iraq,0.032694322381288,37.860725028718015,43533.592,Arab States,0.008401523057681038,0.0024111419655864206,0.00915211217367181,0.010766384800799009,9.033670118846097e-05,0.0007835446640852343,0.00022934591487666224,2.8074630169489266e-05,0.0007352765837975503,9.658188943337605e-05,0.007086007676573532,5.953325688163737e-05,1.7085370477453972e-05,6.485193711950052e-05,7.629068534740637e-05,6.401265580977637e-07,5.5522035046462e-06,1.6251469134068085e-06,1.989370448979638e-07,5.210175517194203e-06,6.843800099428787e-07,0.010812665023267458,0.019918496974470817,0.001963160383550773,7.661862735909134e-05,0.00014114262246690687,1.3910969548185818e-05
54,Bolivia,0.0377542701563952,41.67038042523009,12079.472,Latin America and the Caribbean,0.0061830195374741916,0.0008614562988556722,0.009529982263099894,0.0023594857827664243,0.003950489694162873,0.004809499894222246,0.0016756058926057052,0.002099682442698229,0.004166675882325479,0.0021183724681839797,0.0019661881179240857,1.2156979547474231e-05,1.6937851389208829e-06,1.8737737889734297e-05,4.639192910486154e-06,7.767405896644595e-06,9.456381545176927e-06,3.294556396364919e-06,4.128370670247078e-06,8.192468611069213e-06,4.165118776280859e-06,0.0070444758363298636,0.011889468045866318,0.01882032627419851,1.3850764686395113e-05,2.337693080022045e-05,3.7004301895783586e-05
55,Sao Tome and Principe,0.0479233751055391,40.9172609319073,223.107,Sub-Saharan Africa,0.0076554879605590775,0.001323773460901745,0.011816175922825897,0.005731386124562442,0.005167489302140987,0.006084970195744595,0.0018620334719058392,0.0039045463370157812,0.0002526788633073941,0.004124833466573087,3.6315356534266486e-05,2.780117747314875e-07,4.8073305203246745e-08,4.291086415090378e-07,2.0813733054903295e-07,1.8765921639425785e-07,2.2097786215885032e-07,6.762040941099863e-08,1.4179499233329233e-07,9.176123009681203e-09,1.4979479798307605e-07,0.008979261421460823,0.01754756204738834,0.021396551636687685,3.2608507993473423e-07,6.372459720580708e-07,7.770234012901564e-07
56,Honduras,0.0511541693859289,42.71774605152158,10278.345,Latin America and the Caribbean,0.008608300588691416,0.0010101340937955677,0.010160620173606204,0.009894052094702253,0.006269305632979842,0.003357368963856114,0.001015928888192505,0.0028188787224256258,0.004953858699541859,0.0030657215281363953,0.0016730168181957321,1.440183166096496e-05,1.68997132755289e-06,1.699888843374202e-05,1.655291555454158e-05,1.0488653762384516e-05,5.616934741419658e-06,1.6996661160369524e-06,4.7160315110721705e-06,8.287888919298767e-06,5.12900367647691e-06,0.009618434682486984,0.020054672268308458,0.021481062435132342,1.609180298851785e-05,3.35518039882836e-05,3.5938178726688973e-05
57,India,0.0688105643495396,41.97607432880558,1407563.842,South Asia,0.01966510450668398,0.0024635954625406844,0.012874213472912037,0.006509967359490759,0.007721776717891937,0.006270112323358236,0.0014802364820390604,0.0011539719436437018,0.007559241818219316,0.0031123442627250643,0.2291106185237215,0.00450548425685999,0.00056443588021493,0.0029496190117853055,0.0014915026483021659,0.0017691410399382939,0.0014365493126178139,0.0003391378959613467,0.0002643872257672296,0.0017319025685426086,0.0007130711190916954,0.022128699969224664,0.019384180832402797,0.027297683547877316,0.0050699201370749195,0.004441121660087472,0.006254189161918988
58,Gabon,0.069695362281644,44.672076862412105,2341.179,Sub-Saharan Africa,0.016503257443929564,0.006252284892744481,0.009631078124269152,0.005273530844465786,0.00536012988346725,0.008113278088633878,0.0055670336637537975,0.004121931771837917,0.0051352452611084865,0.003737592307435121,0.0003810761208547355,6.288997328199716e-06,2.3825964734057327e-06,3.6701738912453904e-06,2.009616677416819e-06,2.042617503269245e-06,3.091776541432321e-06,2.121463593251023e-06,1.57076977003988e-06,1.9569193437408856e-06,1.4243071778538759e-06,0.022755542336674046,0.014904608968734937,0.032035210976236454,8.671593801605448e-06,5.679790568662209e-06,1.220785392958723e-05
59,Cambodia,0.0703679147927833,42.27647697311386,16589.023,East Asia and the Pacific,0.014306063178901379,0.0008489113473318708,0.01746413176808156,0.016283773511151886,0.0067085755905192225,0.004795480599058987,0.0027986728700237075,0.002546055655818062,0.0025529153010078283,0.002063334970889072,0.0027002123859858587,3.862940899036573e-05,2.292240934669461e-06,4.715686491066295e-05,4.396964692540076e-05,1.81145789018424e-05,1.2948816110333962e-05,7.557011147960606e-06,6.874891017249279e-06,6.893413516154154e-06,5.571442644832443e-06,0.01515497452623325,0.03374790527923345,0.02146503498731688,4.0921649925035194e-05,9.112651183606371e-05,5.796015333837284e-05
60,Botswana,0.0726386986814453,42.18447749284698,2588.423,Sub-Saharan Africa,0.02055131133114211,0.001451250522590956,0.006606138778286434,0.005374134301415535,0.009101465952968789,0.007755809303741875,0.0021754473833688784,0.008597624207448317,0.005031312010502096,0.005994204889980774,0.0004213202817773339,8.658684280930508e-06,6.114412791075247e-07,2.7833002515278128e-06,2.264231778181629e-06,3.834632199891621e-06,3.267679761263795e-06,9.165601045527397e-07,3.622353453697752e-06,2.119793793974428e-06,2.525480093277773e-06,0.022002561853733067,0.011980273079701969,0.03865586374801073,9.270125560038033e-06,5.047532029709441e-06,1.6286499406658107e-05
61,Nepal,0.0743989020451057,42.5024970710904,30034.989,South Asia,0.015562795051402973,0.0016695767308895217,0.01940254539610234,0.005799695302188701,0.009032562068186761,0.003621196080530199,0.0014762560112836479,0.003057631894420243,0.009043584042296483,0.0057330594678057355,0.004888826141886055,7.608379928811379e-05,8.162270367857352e-06,9.485567115159604e-05,2.8353702008313864e-05,4.4158625567159807e-05,1.7703398063391355e-05,7.217158980079932e-06,1.4948230737706265e-05,4.42125100823226e-05,2.802793099919603e-05,0.017232371782292494,0.02520224069829104,0.03196428956452307,8.424606965597114e-05,0.0001232093731599099,0.000156267854429856
62,Nicaragua,0.0744948916699345,45.25758651443264,6850.54,Latin America and the Caribbean,0.00746526550058573,0.0010719598388511642,0.02086011016597895,0.006132610322063952,0.00900496492938938,0.00343100856484366,0.007568133865041713,0.006381076444772503,0.007506187705052527,0.005073574333357279,0.0011150694624205153,8.324289588564549e-06,1.19530968124415e-06,2.3260471828810876e-05,6.838286495058354e-06,1.004116140292981e-05,3.825812875960403e-06,8.43899496041856e-06,7.115343480936688e-06,8.369920689100402e-06,5.657387804447225e-06,0.008537225339436894,0.026992720488042903,0.038964945842457056,9.5195992698087e-06,3.009875832386923e-05,4.344862121379309e-05
63,Kiribati,0.0801574049759755,40.47824088769756,128.874,East Asia and the Pacific,0.017069721667504277,0.007184173313189926,0.00063052980087618,0.009069209437606402,0.008398765336438147,0.008998239235866205,0.004466283964833171,0.008432091560093512,0.010648030600649385,0.005260360058921039,2.0976953918958432e-05,3.580707648286835e-07,1.50702072536596e-07,1.3226594577509665e-08,1.9024438845405243e-07,1.7618051343860842e-07,1.8875564980252912e-07,9.36890329192884e-08,1.7687959609651993e-07,2.2336324723748145e-07,1.103463305531161e-07,0.024253894980694204,0.009699739238482583,0.04620377075680146,5.087728373652795e-07,2.034709830315621e-07,9.692143700475433e-07
64,eSwatini,0.0812713200700914,42.29846494266417,1192.271,Sub-Saharan Africa,0.01901370871426873,0.004780991484884731,0.010066934223820505,0.004468976078217567,0.009871449737684284,0.007282514900303151,0.007154736323150022,0.008693682617028964,0.0048724133301339175,0.005065912660599699,0.00019406718054774808,3.689936841934281e-06,9.278335376943714e-07,1.953661541576478e-06,8.672815874350157e-07,1.9157244185111967e-06,1.4132971339987973e-06,1.3884995057962865e-06,1.6871584740637789e-06,9.455755174423534e-07,9.831273869437245e-07,0.023794700199153463,0.014535910302038072,0.04294070956890004,4.617770379628652e-06,2.820943129011494e-06,8.333382436756137e-06
65,Lesotho,0.0843591908637076,43.03043244980782,2281.454,Sub-Saharan Africa,0.015974449134761762,0.0024741223280615003,0.009199479067920104,0.006098818473697267,0.0,0.009869268727891284,0.007745677030841078,0.012242773074544728,0.010595302991118423,0.010159300034869898,0.00037135462099588276,5.9321855040574615e-06,9.187767594347296e-07,3.4162690626270267e-06,2.264824422822537e-06,0.0,3.664998547952586e-06,2.876392958144503e-06,4.546410355036156e-06,3.9346147266033245e-06,3.7727030140325697e-06,0.018448571462823263,0.015298297541617371,0.05061232185926541,6.850962263492191e-06,5.681093485449564e-06,1.879511960176914e-05
66,Bangladesh,0.1040602663094325,42.23126848814277,169356.251,South Asia,0.01580735280687224,0.0021725842124901704,0.027864857965145217,0.011297004130002165,0.012972183888849353,0.008660251340982663,0.0007935810973716989,0.0025646829276510514,0.012960939333514608,0.00896682860657333,0.027566291673375216,0.00043575009805818656,5.9890090086474234e-05,0.0007681308021043657,0.0003114165108829641,0.00035759500472068006,0.00023873101443026693,2.187608799662543e-05,7.069879763335476e-05,0.00035728503402858506,0.0002471822127539651,0.01797993701936241,0.03916186209514738,0.046918467194942706,0.0004956401881446608,0.0010795473129873298,0.0012933681515634773
67,Lao PDR,0.1083332502467847,46.95372170748003,7425.057,East Asia and the Pacific,0.02007176000765051,0.003210029122750824,0.0277482692002073,0.01522450883694745,0.012722125528183208,0.009548998203285614,0.005802712678215619,0.0033708958422004726,0.006680323270742562,0.003953627556604048,0.0012085841871489961,2.425841175349602e-05,3.8795904380444094e-06,3.353611937612406e-05,1.8400100637444843e-05,1.5375759740286796e-05,1.1540768231605168e-05,7.013066785460398e-06,4.074011411409789e-06,8.073733070062922e-06,4.778291746788175e-06,0.023281789130401333,0.042972778037154755,0.04207868307923152,2.8138002191540427e-05,5.1936220013568906e-05,5.0855630985613247e-05
68,Zimbabwe,0.1099417854663912,42.61303180236045,15993.524,Sub-Saharan Africa,0.020554723367780706,0.00534768831630247,0.005902256704576583,0.01308672233549819,0.013985132413257212,0.01188759229732141,0.011007480972096055,0.010750490113247023,0.00908407001953074,0.00833562892678314,0.002603282399473561,5.350974956939143e-05,1.3921542871700622e-05,1.536524099619904e-05,3.4068433922799974e-05,3.640724906573971e-05,3.09467597997343e-05,2.8655581477197785e-05,2.7986561697530504e-05,2.3648399597429823e-05,2.1699996073637238e-05,0.025902411684083176,0.018988979040074773,0.06505039474223558,6.743129244109205e-05,4.943367491899901e-05,0.0001693445477112694
69,Ghana,0.1112183237453653,45.142618511619744,32833.031,Sub-Saharan Africa,0.020612017159388745,0.005591838590780128,0.020773927223026928,0.013152643399342395,0.01358629563693684,0.012645553801589717,0.006852161600729076,0.006013216933845875,0.007569109437769022,0.004421559961953059,0.005344266324524215,0.00011015610918543654,2.988427467288118e-05,0.00011102139968613966,7.029122919758125e-05,7.260878224751182e-05,6.758120733679509e-05,3.661977649297434e-05,3.213623276161127e-05,4.04513366749074e-05,2.3629994006530305e-05,0.026203855750168873,0.033926570622369326,0.051087897372823585,0.0001400403838583177,0.0001813126288837209,0.0002730273295203302
70,Congo,0.1116762938003927,46.02013183737041,5835.806,Sub-Saharan Africa,0.02090653090905363,0.005235808901451418,0.016136575063935774,0.006366558739039766,0.013115941974317851,0.012787489162395442,0.008245076507437148,0.01118747939663176,0.010715679437732209,0.006979153708400695,0.0009499001624996595,1.9859117107814197e-05,4.973495726305865e-06,1.5328135275420544e-05,6.0475951807775e-06,1.2458835412740631e-05,1.2146838033322065e-05,7.831999514236671e-06,1.0626988496822102e-05,1.0178825639196085e-05,6.629499241719921e-06,0.02614233981050505,0.02250313380297554,0.06303082018691511,2.483261283412006e-05,2.1375730456198045e-05,5.987298633803747e-05
71,Guatemala,0.1335178204117833,46.22900581946906,17608.483,Latin America and the Caribbean,0.031642627958864446,0.003505957998053218,0.026623921630532336,0.020109966384052068,0.015468440085899017,0.006022508940088229,0.005819405739773096,0.005622432026098326,0.01263305399857925,0.006069505649840015,0.0028661509418017824,9.069254792538274e-05,1.0048604818037722e-05,7.63081780558071e-05,5.763819909125302e-05,4.4334884120403915e-05,1.7261419670643532e-05,1.6679295241777357e-05,1.6114738846818222e-05,3.620823961586069e-05,1.73961193345602e-05,0.035148585956917666,0.046733888014584404,0.05163534644027794,0.00010074115274342045,0.00013394637714706013,0.0001479946968300639
72,Kenya,0.1707760749642416,45.5680583229975,53005.614,Sub-Saharan Africa,0.03427580715544048,0.0058897017212336976,0.016579568319946003,0.008988538215677765,0.020450902905621692,0.01830706246008559,0.014953097605565995,0.019416934747256552,0.020781174675045207,0.011133287158366187,0.008627778468303133,0.00029572407095941985,5.0815041695188e-05,0.00014304484256459087,7.755111647874449e-05,0.00017644585974648083,0.00015794927931100705,0.00012901201355573744,0.00016752501153282701,0.00017929537140740139,9.605553522638756e-05,0.04016550887667417,0.025568106535623768,0.1050424595519412,0.00034653911265460785,0.00022059595904333536,0.0009062830707798412
73,Nigeria,0.1748173018373447,52.90429446743303,213401.323,Sub-Saharan Africa,0.0,0.0340424682494661,0.02775349612343244,0.03435906021182191,0.01768032360050799,0.014692618525945307,0.01011205450052647,0.013810089084846731,0.01372184796049253,0.008645343580302145,0.03473555347716191,0.0,0.0011824839763739162,0.0009640330487736933,0.001193480973412766,0.000614135825918973,0.000510356236527513,0.000351247809867013,0.0004797010879310636,0.00047663598363717333,0.00030030079426202354,0.0340424682494661,0.06211255633525435,0.07866227725262116,0.0011824839763739162,0.0021575140221864594,0.0027323777381437595
74,Myanmar,0.175846224535058,45.89385000522914,53798.084,East Asia and the Pacific,0.029180930701538307,0.0033424442688868104,0.04168734335834103,0.015071864221766384,0.020696357802262297,0.015356764099276688,0.007553223164304627,0.014799042283951888,0.0194166122258491,0.008741642408883006,0.008756769627669312,0.00025553068767435357,2.926901445596538e-05,0.0003650464621785428,0.00013198084284951964,0.00018123323740622726,0.00013447564544382857,6.614183519619105e-05,0.00012959180399070377,0.00017002680021154803,7.65485487420527e-05,0.032523374970425116,0.05675920758010741,0.08656364198452761,0.00028479970213031897,0.0004970273050280624,0.0007580178709905514
75,Togo,0.1796162567119807,47.75466507275153,8644.829,Sub-Saharan Africa,0.029422770335587586,0.008204145863593462,0.031772456818741975,0.018742565865071496,0.020788181443400652,0.019972921106449708,0.012504703920364115,0.016497177909692618,0.013778607865224928,0.007932725583848754,0.001407127733835184,4.140159614546844e-05,1.1544281177091567e-05,4.470790516173263e-05,2.637318423197473e-05,2.9251626645006984e-05,2.8104451214587494e-05,1.75957156897419e-05,2.3213636566741633e-05,1.9388261260797594e-05,1.1162358173937484e-05,0.03762691619918105,0.05051502268381347,0.09147431782898077,5.294587732256001e-05,7.108108939370737e-05,0.00012871604955081307
76,Comoros,0.1807714052942492,48.509807720953965,821.625,Sub-Saharan Africa,0.03147997503704567,0.00604476433943281,0.03261992934596056,0.0245269762762683,0.019908372706572797,0.01733362289301134,0.010714348741399012,0.012246838015438027,0.013185623668321983,0.012710954270798274,0.00013373674879078962,4.210029513469705e-06,8.084071299622491e-07,4.3624832965140335e-06,3.2801580648569503e-06,2.6624810394923386e-06,2.3181423704769376e-06,1.4329021660853927e-06,1.6378522991521279e-06,1.763402440180267e-06,1.6999216982049633e-06,0.03752473937647848,0.05714690562222886,0.08609976029554142,5.018436643431955e-06,7.642641361370983e-06,1.1514702013592028e-05
77,Namibia,0.18473453488536,45.18834811687963,2530.151,Sub-Saharan Africa,0.052227443887835026,0.006231510802693804,0.01221773552158725,0.013492842924245596,0.02131143432252377,0.020714539904787402,0.011605388656702288,0.02036494258447212,0.01772742717547993,0.008841269105039087,0.00041183528822731185,2.1509104406922293e-05,2.56635604751901e-06,5.031694630017951e-06,5.556828854712531e-06,8.776800696754002e-06,8.530978512184272e-06,4.779508582422962e-06,8.387001999008733e-06,7.300780080342457e-06,3.641146610169e-06,0.05845895469052883,0.025710578445832848,0.1005650017490046,2.40754604544413e-05,1.0588523484730482e-05,4.141621648088143e-05
78,Gambia,0.1980230645121455,47.47720706877344,2639.916,Sub-Saharan Africa,0.04918138128187327,0.015583455934432546,0.020934193083102653,0.044422781599740425,0.023006522366049144,0.016009268039438,0.005639977605851685,0.01462638210238212,0.006774823443341848,0.0018442790559380729,0.0004297018505045321,2.11333305471899e-05,6.6962398522814975e-06,8.995461506628385e-06,1.9088551457967138e-05,9.885945234365224e-06,6.879212101769572e-06,2.4235088140385893e-06,6.284983455579966e-06,2.911154170445478e-06,7.924901231833413e-07,0.06476483721630581,0.06535697468284307,0.06790125261300088,2.7829570399471397e-05,2.8084012964595523e-05,2.917729389938217e-05
79,Pakistan,0.1982473948654647,51.71833439367877,231402.117,South Asia,0.044968207956670225,0.009785105495034209,0.0413662594913116,0.04053858302500988,0.01735637408206064,0.012048344984298204,0.004412795297314189,0.003967896504938265,0.017024292356700003,0.006779535672129685,0.03766556128511901,0.0016937527926739388,0.0003685614907045658,0.001558083382006133,0.0015269084833403948,0.0006537375716753063,0.0004538076763903403,0.00016621041170967254,0.00014945304897976175,0.0006412295270970672,0.00025535501634325116,0.054753313451704436,0.08190484251632148,0.06158923889744099,0.0020623142833785047,0.0030849918653465275,0.0023197932521953992
80,Haiti,0.199587694490228,48.36273867096426,11447.569,Latin America and the Caribbean,0.03043914031802073,0.006434860185599765,0.038062445944837535,0.01098017382103143,0.022791603440297004,0.020033911289238492,0.016221900346539884,0.02036977662449955,0.016499156775494038,0.017754725744678127,0.0018633326147795292,5.6718242920418564e-05,1.1990284855374298e-05,7.092299692729862e-05,2.045971599667623e-05,4.246833803342673e-05,3.732984030683789e-05,3.0226795989411115e-05,3.7955669140203673e-05,3.074341693613869e-05,3.308295954652452e-05,0.036874000503620497,0.04904261976586896,0.1136710742207471,6.870852777579286e-05,9.138271292397485e-05,0.0002118070199525426
81,Timor-Leste,0.22151424007078,45.90616721447738,1320.942,East Asia and the Pacific,0.05895775349785862,0.005928770884496297,0.02645263124004842,0.024826891884964786,0.026092725953741285,0.01804748139582557,0.01059070559065355,0.01086202252120099,0.0232558583065844,0.016499398795404244,0.00021501109194730348,1.2676570958334533e-05,1.2747515017809292e-06,5.687609127802163e-06,5.338057133843926e-06,5.610225499195659e-06,3.8804086818151004e-06,2.2771191735388313e-06,2.335455323039627e-06,5.00026748867048e-06,3.54755375147389e-06,0.06488652438235491,0.0512795231250132,0.10534819256341003,1.3951322460115463e-05,1.102566626164609e-05,2.2651029917733588e-05
82,Rwanda,0.2310019619235062,47.31474754571589,13461.888,Sub-Saharan Africa,0.03841422747317429,0.005424757192253347,0.04818558746874487,0.013250026750391563,0.027070571236093063,0.01383127530589186,0.019338174510030767,0.020300497583149318,0.02468704174453117,0.02049980265924503,0.002191205396264409,8.417346253254801e-05,1.1886757233089698e-05,0.00010558451928368445,2.9033530116105765e-05,5.931718177248722e-05,3.030716508748891e-05,4.237391234028226e-05,4.448255985104938e-05,5.4094379088421435e-05,4.49192782092932e-05,0.043838984665427634,0.06143561421913643,0.12572736303894122,9.60602197656377e-05,0.00013461804939979023,0.0002754944763490224
83,Malawi,0.2310952042357725,46.32708767489404,19889.742,Sub-Saharan Africa,0.03691156634013747,0.006066980043766376,0.045970226478639326,0.013021614285265225,0.027604106361925028,0.01788025169274825,0.012363354613288217,0.025951922683805976,0.02494250817275556,0.02038267356344546,0.0032374738224465144,0.00011950022977169294,1.9641689072999053e-05,0.00014882740483653244,4.2157135374541746e-05,8.936757173876156e-05,5.788684679402744e-05,4.002603691814395e-05,8.401867033097773e-05,8.075071727545436e-05,6.59883720931273e-05,0.042978546383903846,0.058991840763904554,0.1291248170879685,0.000139141918844692,0.00019098454021107417,0.00041803821515049234
84,Zambia,0.2316850733623361,48.36230159422229,19473.125,Sub-Saharan Africa,0.04283683285391633,0.006964230620074572,0.020007187006936853,0.037988818644758754,0.026459432078213167,0.020955101910289767,0.015890215622652568,0.0247115319895579,0.022353196944735334,0.013518525691204463,0.0031696606435985333,0.00013577822319346723,2.207424770939418e-05,6.341599324500368e-05,0.000120411663355094,8.386742051028083e-05,6.642056180764192e-05,5.036659107741641e-05,7.832717039032783e-05,7.085204861433457e-05,4.284913884288645e-05,0.0498010634739909,0.057996005651695604,0.1238880042366532,0.0001578524709028614,0.00018382765660009766,0.00039268293124288797
85,Cameroon,0.2320601127657025,53.23500852480155,27198.628,Sub-Saharan Africa,0.04462883740194368,0.013905664770071855,0.031863553304645006,0.032280365962962,0.023878814235779252,0.018580340273058826,0.014934865700247008,0.01920758619118794,0.02054278447526227,0.012237300450553606,0.004427148736090232,0.00019757850109719142,6.156244621131808e-05,0.00014106468974000287,0.00014290998137345736,0.00010571506226326356,8.225792995599881e-05,6.61188718085259e-05,8.503484092966187e-05,9.094596232543138e-05,5.417634922282482e-05,0.05853450217201553,0.06414391926760701,0.1093816913260889,0.0002591409473085095,0.00028397467111346026,0.00048424901650570643
