,Country,MPI,Intensity,Population 2019,Nutrition,Child Mortality,Years of Schooling,School Attendance,Cooking Fuel,Sanitation,Drinking Water,Electricity,Housing,Assets,Weight,Nutrition_w,Child Mortality_w,Years of Schooling_w,School Attendance_w,Cooking Fuel_w,Sanitation_w,Drinking Water_w,Electricity_w,Housing_w,Assets_w,Health,Education,Living Standards,Health_w,Education_w,Living Standards_w
7,Jordan,0.001525920512808,35.38750113688448,10101.697,0.0002927277552922504,0.00027955183866986745,0.0004087730344928184,0.0004074489270307768,5.224163167125262e-06,2.1778628130217423e-05,3.207059173841821e-05,0.0,5.979961323645045e-05,1.8545965897825806e-05,0.0295523971482468,8.650806880711389e-06,8.26142695989454e-06,1.2080223058825758e-05,1.2041092509240547e-05,1.5438654468212858e-07,6.436106678481649e-07,9.477628638330177e-07,0.0,1.76722191967514e-06,5.480777497103898e-07,0.0005722795939621179,0.0008162219615235951,0.00013741896217003716,1.691223384060593e-05,2.4121315568066305e-05,4.0610597457488414e-06
9,"Palestine, State of",0.0019800923223807,34.97258174656271,4981.422,0.000826908797651505,0.00041869722672809246,7.237184504843524e-05,0.0005415321065446893,1.863892224517962e-05,5.27538493796224e-05,1.3537626057535348e-05,0.0,2.8883634011257863e-05,6.7683183885501075e-06,0.014573092155408527,1.2050618112293443e-05,6.10171327032247e-06,1.0546815673477932e-06,7.891797293788266e-06,2.7162673155649663e-07,7.687867085617782e-07,1.9728507210192245e-07,0.0,4.209238602291529e-07,9.863532761348686e-08,0.0012456060243795975,0.0006139039515931245,0.00012058235008214534,1.8152331382615913e-05,8.946478861136059e-06,1.7572577000628371e-06
16,Tunisia,0.0028877310999422,36.487344720235235,11694.721,0.0006085516608462224,9.648434203463103e-05,0.0011490435788267192,0.0006288810925346825,1.1600342334319526e-05,0.00013067561064608444,0.00011762724783772986,2.1343677163141894e-05,4.144919512920482e-05,8.207436585983608e-05,0.034212770342442654,2.082023821404386e-05,3.3009966356725175e-06,3.9311964075856944e-05,2.151576439159352e-05,3.9687984817778906e-07,4.470774656392941e-06,4.024354016285836e-06,7.302263250458116e-07,1.4180917938345773e-06,2.8079914301641877e-06,0.0007050360028808535,0.0017779246713614015,0.0004047704389703167,2.4121234849716376e-05,6.0827728467450464e-05,1.3848318069901142e-05
21,Algeria,0.0054090932398428,39.17262753188416,43053.054,0.0013098834657637268,0.000378530175178806,0.0016017468574984427,0.0010650045065178357,7.066050057042392e-05,0.0003423475850292039,0.00022954872688598718,9.189209693399892e-05,0.0002458055721046124,7.367377360890596e-05,0.12595120901497198,0.00016498140618166304,4.767633321241975e-05,0.0002017419532378609,0.000134138605202315,8.899775476448009e-06,4.3119092237784154e-05,2.891193967913769e-05,1.1573920707758163e-05,3.095950898919281e-05,9.279300858737041e-06,0.0016884136409425327,0.0026667513640162782,0.0010539282551331323,0.0002126577393940828,0.0003358805584401759,0.00013274353794905788
24,Libya,0.0074214649292664,37.13482404072025,6777.453,0.002530615292379632,0.0003633916329733354,0.0021570430606097234,0.0014474538956032231,1.295956343592858e-05,0.00017954184856775436,0.0004704202136673218,2.578015729488509e-05,0.0002157073610660416,1.855194142297013e-05,0.019827359968288175,5.0175420343265796e-05,7.205096716426379e-06,4.276846922980703e-05,2.8699189425626115e-05,2.5695392927602145e-07,3.5598408609247505e-06,9.327190912741025e-06,5.11152458724777e-07,4.276907495665916e-06,3.678360207038251e-07,0.0028940069253529676,0.0036044969562129465,0.0009229610854549015,5.738051705969218e-05,7.146765865543314e-05,1.8299881678036317e-05
39,Egypt,0.0196817974430738,37.57057591993415,100388.076,0.006521493265389089,0.00135474125998096,0.004773998040708262,0.005673109144609894,0.0,0.00047128251145551976,0.00021755349403968419,3.5485852888765916e-05,0.0004913282120614273,0.0001428058839722076,0.2936841493959266,0.0019152592024370583,0.00039786603458907404,0.001402047553803226,0.0016661022335650094,0.0,0.00013840820350199034,6.389201284515643e-05,1.0421632521226201e-05,0.0001442953080334817,4.1939824563111176e-05,0.007876234525370049,0.010447107185318157,0.001358455954417605,0.0023131252370261323,0.0030681497873682353,0.00039895698146496584
43,Morocco,0.0266967239254162,41.97795686913183,36471.766,0.00560236048204167,0.0009043509010346786,0.008274305535047209,0.0042271255428087675,0.0010485988060197845,0.0013301726808045548,0.001935242611804924,0.0005801251116681379,0.0021363956426516946,0.0006580467512183212,0.10669772747390115,0.0005977591319234356,9.649218597937509e-05,0.0008828495970142589,0.00045102468916457633,0.0001118831096341571,0.00014192640218971289,0.00020648598879024246,6.189803106553344e-05,0.0002279485600560804,7.021209292657846e-05,0.0065067113830763485,0.012501431077855975,0.007688581604167417,0.0006942513179028107,0.0013338742861788353,0.0008203541846623048
45,Syria,0.0287903907676934,38.94133853074806,17070.132,0.007694147791030435,0.004046569854570602,0.0061408869963112435,0.00796301210533909,8.282673703352045e-05,0.0007997987146564267,0.0008633573486956339,6.412058304784009e-05,0.0008646440889760554,0.00027102676210866074,0.049938472737501086,0.0003842339897006776,0.0002020795183628677,0.00030666651784936396,0.00039766066293086725,4.1362407492846325e-06,3.994072630735837e-05,4.311474742055813e-05,3.2020839884472365e-06,4.31790052649722e-05,1.3534662570696546e-05,0.011740717645601036,0.014103899101650334,0.002945774234518137,0.0005863135080635453,0.0007043271807802312,0.0001471074663013171
49,Iraq,0.0326943231037323,37.860725865324,39309.789,0.008401523308064136,0.002411142037443531,0.009152112446424046,0.010766385121659859,9.033670186144992e-05,0.0007835446699224615,0.00022934591658523744,2.807463037863968e-05,0.0007352765892751861,9.658189015288906e-05,0.11500033077034318,0.0009661779594021234,0.0002772821318402853,0.00105249595858614,0.0012381378501917853,1.0388750594768617e-05,9.010789621442244e-05,2.637485626812984e-05,3.2285917797986884e-06,8.455705097433617e-05,1.1106949314007193e-05,0.010812665345507667,0.019918497568083907,0.0019631603981758636,0.0012434600912424086,0.002290633808777925,0.00022576409514546298
81,Yemen,0.2451664642824388,50.584800744922006,29161.922,0.06309036725390703,0.007893146627816289,0.028617518353373533,0.04594950272256904,0.016398671128904464,0.020645603078000247,0.01658704412308102,0.011018207565644084,0.025443478793082164,0.009522926891540336,0.08531286382379076,0.005382419910125518,0.0006733869434001043,0.002441442446256189,0.003920083668541435,0.0013990175969113556,0.0017613355239534704,0.0014150882365116199,0.0009399948416300548,0.0021706560414777266,0.0008124281651018957,0.07098351388172332,0.07456702107594257,0.09961593158025231,0.006055806853525622,0.006361526114797624,0.008498520405586123
90,Sudan,0.2794395913311644,53.401499944370435,42813.237,0.04958451331243038,0.009267576983942477,0.04501010916372349,0.03644960949641897,0.02434653104658216,0.02559104283150889,0.019894182433987405,0.023670720108992262,0.0288107301018731,0.01681457836961356,0.12524962716917903,0.006210441805747099,0.00116076056200046,0.005637499391600416,0.004565299999888643,0.0030493939364472575,0.0032052685735169803,0.0024917389326925533,0.00296474886847727,0.0036085332037314494,0.0021060196718010404,0.05885209029637285,0.08145971866014245,0.1391277848925574,0.007371202367747559,0.010202799391489058,0.017425703186666548
