,Country,MPI,Intensity,Population 2018,Nutrition,Child Mortality,Years of Schooling,School Attendance,Cooking Fuel,Sanitation,Drinking Water,Electricity,Housing,Assets,Weight,Nutrition_w,Child Mortality_w,Years of Schooling_w,School Attendance_w,Cooking Fuel_w,Sanitation_w,Drinking Water_w,Electricity_w,Housing_w,Assets_w,Health,Education,Living Standards,Health_w,Education_w,Living Standards_w
13,Seychelles,0.0029634609818458557,34.229686856269836,97.094,0.0009671679827083501,0.0010134054687629401,0.0009515227104965884,0.0,0.0,1.3350205656136732e-05,0.0,0.0,0.0,1.8014539703511273e-05,0.00010050693666230256,9.720709117987509e-08,1.0185427926218786e-07,9.563463279662306e-08,0.0,0.0,1.3417882743100479e-09,0.0,0.0,0.0,1.8105862009813423e-09,0.0019805734514712903,0.0009515227104965884,3.1364745359648005e-05,1.9906137044206295e-07,9.563463279662306e-08,3.1523744752913902e-09
39,South Africa,0.02489064261317253,39.781227707862854,57792.52,0.007748591547280359,0.0020744691531305592,0.002606520003237106,0.000655599645195272,0.002462818524109567,0.001143068702607622,0.0021131853096706954,0.001974696080904642,0.002309038037122624,0.0018026556562765195,0.05982397622092873,0.0004635515564701895,0.00012410299328793274,0.0001559323906930317,3.922057758461126e-05,0.0001473355968227935,6.838291488368622e-05,0.0001264191477161556,0.00011813417138760046,0.00013813583662604378,0.00010784202911560918,0.009823060700410918,0.003262119648432378,0.01180546231069167,0.0005876545497581222,0.00019515296827764297,0.0007062496965518887
47,Gabon,0.06578868627548218,44.306766986846924,2119.275,0.014401503863224363,0.00601416166909674,0.009571235574813208,0.005038218366344438,0.005157649253704211,0.007726833091703078,0.0053625083580244315,0.003916462574297341,0.004961877298101491,0.0036382384319104677,0.0021937693183410024,3.159357731311102e-05,1.3193683345206942e-05,2.0997082942639125e-05,1.1052688871188556e-05,1.1314692687540665e-05,1.6950889364520162e-05,1.1764106305181185e-05,8.591815431924327e-06,1.0885214177947804e-05,7.981455844734264e-06,0.020415665532321103,0.014609453941157646,0.03076356900774102,4.478726065831796e-05,3.2049771813827684e-05,6.74881738118484e-05
48,Botswana,0.07263869792222977,42.18447804450989,2254.067,0.020551310810643875,0.0014512504466401566,0.006606138682421991,0.005374134230130834,0.009101465775994688,0.0077558092243052434,0.0021754473066110114,0.008597623830142676,0.005031311872703947,0.005994204930834635,0.0023332993717591856,4.795236060330311e-05,3.386201755410715e-06,1.5414099237449287e-05,1.2539464022913809e-05,2.1236444377216134e-05,1.8096624790555522e-05,5.075969833810685e-06,2.006083028149371e-05,1.1739556831704653e-05,1.3986274599312266e-05,0.02200256125728403,0.011980272912552825,0.0386558629405922,5.1338562358713824e-05,2.7953563260363096e-05,9.019570071409298e-05
51,eSwatini,0.08127132058143616,42.298465967178345,1136.274,0.019013710367322467,0.004780991703330462,0.010066934992296384,0.004468976485064169,0.00987144939194029,0.007282514977456023,0.007154736036403042,0.008693682558832183,0.004872413192875014,0.005065912692471697,0.0011762149973121015,2.236421128859327e-05,5.623474143482018e-06,1.184087991490499e-05,5.256477164367596e-06,1.1610946820007594e-05,8.565803334633774e-06,8.415507827826599e-06,1.022563980756906e-05,5.731005470560932e-06,5.958602483958938e-06,0.02379470207065293,0.014535911477360552,0.04294070884997825,2.798768543207529e-05,1.7097357079272586e-05,5.050750574455689e-05
52,Lesotho,0.08435919135808945,43.03043186664581,2108.327,0.015974449449020156,0.002474122330369269,0.009199479031101354,0.0060988183566766385,0.0,0.009869269162756045,0.007745677556371122,0.01224277360442172,0.010595304106996606,0.01015930074587007,0.002182436486831549,3.4863221334587724e-05,5.3996148466825915e-06,2.007727869731734e-05,1.3310283708169123e-05,0.0,2.1539053119160243e-05,1.690444931425657e-05,2.6719075814308156e-05,2.3123578272185554e-05,2.217202862848181e-05,0.018448571779389425,0.015298297387777993,0.05061232517641556,4.026283618127032e-05,3.3387562405486464e-05,0.00011045818514839232
55,Sao Tome and Principe,0.09196487814188004,41.68649613857269,211.032,0.014218537062408165,0.0028800681397762873,0.02550091516168762,0.008855091853616104,0.008354050877701025,0.01093887092592849,0.004977655881158033,0.008456985861919342,0.0005315208310072393,0.007251181332555312,0.00021844995424762637,3.1060387707512435e-06,6.291507533641763e-07,5.570673750343262e-06,1.934394410280967e-06,1.8249420320161318e-06,2.389595853289769e-06,1.0873686994994007e-06,1.8474281746091033e-06,1.1611070121519178e-07,1.5840202303379504e-06,0.017098605202184453,0.034356007015303724,0.040510265710269444,3.73518952411542e-06,7.5050681606242295e-06,8.849465690967547e-06
59,Zimbabwe,0.10994178801774979,42.61303246021271,14438.812,0.02055472289116944,0.005347688334268491,0.005902256649309295,0.013086722300381937,0.013985131964797115,0.011887592755215504,0.011007480820149018,0.01075049020259411,0.00908406984101584,0.008335628982328425,0.014946348519608773,0.00030721805205539894,7.992841361822296e-05,8.821718493275502e-05,0.00019559871248084467,0.0002090266564385787,0.00017767610437862723,0.00016452164466085624,0.00016068057332461108,0.0001357736738202898,0.00012458721590003242,0.025902411225437932,0.018988978949691232,0.06505039456610001,0.0003871464656736219,0.0002838158974135997,0.0009722658685229954
60,Congo,0.11167629808187485,46.020132303237915,5244.363,0.0209065313124549,0.005235809127487501,0.0161365763242326,0.006366559106652264,0.013115942589844998,0.01278748956560799,0.008245077014348623,0.011187479437159753,0.010715679445301274,0.006979153742758315,0.005428706818908719,0.00011349542909565257,2.8423672712895905e-05,8.76007419252025e-05,3.456218283526855e-05,7.120260697390682e-05,6.941953180154019e-05,4.476010581022191e-05,6.073354590691023e-05,5.817228207394702e-05,3.788777951352437e-05,0.026142340439942402,0.022503135430884863,0.06303082179502095,0.00014191910180854847,0.00012216292476047104,0.00034217585208005057
63,Ghana,0.13787317276000977,45.84448039531708,29767.108,0.025603103560193574,0.0051820029451192795,0.02469811963385382,0.017283028608552797,0.01633078672749022,0.015829194976909378,0.008412041776972856,0.008970674356568509,0.009880465743577815,0.005683756998859479,0.03081344715817579,0.0007889198786373271,0.00015967537392294422,0.0007610342042440587,0.000532549688762882,0.0005032078338789585,0.00048775206297745874,0.00025920400478712027,0.0002764174002593263,0.0003044512090879011,0.0001751361459442684,0.030785106505312854,0.04198114824240662,0.06510692058037826,0.0009485952525602713,0.0012935838930069406,0.0020061686569350333
